47.16981132,56.60377358,54.71698113,58.49056604,52.83018868,56.60377358,37.73584906,43.39622642,43.39622642,47.16981132
50.94339623,56.60377358,37.73584906,56.60377358,49.05660377,52.83018868,54.71698113,50.94339623,43.39622642,37.73584906
37.73584906,43.39622642,39.62264151,50.94339623,56.60377358,47.16981132,49.05660377,56.60377358,43.39622642,49.05660377
43.39622642,49.05660377,43.39622642,41.50943396,49.05660377,58.49056604,49.05660377,39.62264151,50.94339623,37.73584906
60.37735849,47.16981132,54.71698113,37.73584906,52.83018868,47.16981132,45.28301887,50.94339623,41.50943396,41.50943396
50.94339623,43.39622642,45.28301887,50.94339623,45.28301887,50.94339623,50.94339623,47.16981132,45.28301887,43.39622642
45.28301887,52.83018868,47.16981132,41.50943396,52.83018868,50.94339623,47.16981132,56.60377358,50.94339623,43.39622642
41.50943396,56.60377358,64.1509434,52.83018868,54.71698113,47.16981132,43.39622642,52.83018868,54.71698113,47.16981132
52.83018868,41.50943396,41.50943396,49.05660377,50.94339623,50.94339623,52.83018868,45.28301887,49.05660377,47.16981132
49.05660377,58.49056604,49.05660377,47.16981132,49.05660377,49.05660377,54.71698113,50.94339623,45.28301887,60.37735849
45.28301887,49.05660377,54.71698113,45.28301887,52.83018868,45.28301887,49.05660377,49.05660377,49.05660377,52.83018868
47.16981132,49.05660377,45.28301887,47.16981132,54.71698113,58.49056604,58.49056604,52.83018868,58.49056604,56.60377358
50.94339623,45.28301887,52.83018868,52.83018868,58.49056604,47.16981132,50.94339623,58.49056604,47.16981132,45.28301887
41.50943396,50.94339623,49.05660377,54.71698113,47.16981132,56.60377358,58.49056604,47.16981132,62.26415094,50.94339623
45.28301887,45.28301887,43.39622642,50.94339623,54.71698113,54.71698113,60.37735849,49.05660377,50.94339623,47.16981132
49.05660377,45.28301887,50.94339623,45.28301887,50.94339623,56.60377358,49.05660377,56.60377358,60.37735849,54.71698113
52.83018868,43.39622642,54.71698113,45.28301887,56.60377358,54.71698113,54.71698113,56.60377358,52.83018868,41.50943396
47.16981132,45.28301887,54.71698113,43.39622642,49.05660377,47.16981132,56.60377358,50.94339623,54.71698113,64.1509434
54.71698113,54.71698113,47.16981132,52.83018868,49.05660377,52.83018868,49.05660377,54.71698113,54.71698113,60.37735849
50.94339623,56.60377358,58.49056604,47.16981132,54.71698113,49.05660377,45.28301887,62.26415094,54.71698113,54.71698113
54.71698113,54.71698113,41.50943396,45.28301887,52.83018868,50.94339623,52.83018868,54.71698113,56.60377358,43.39622642
47.16981132,56.60377358,52.83018868,49.05660377,52.83018868,54.71698113,56.60377358,56.60377358,62.26415094,64.1509434
52.83018868,50.94339623,45.28301887,52.83018868,52.83018868,60.37735849,58.49056604,62.26415094,52.83018868,49.05660377
43.39622642,49.05660377,41.50943396,35.8490566,47.16981132,54.71698113,54.71698113,60.37735849,64.1509434,45.28301887
49.05660377,49.05660377,49.05660377,52.83018868,54.71698113,56.60377358,58.49056604,58.49056604,62.26415094,66.03773585
37.73584906,39.62264151,66.03773585,58.49056604,52.83018868,60.37735849,52.83018868,64.1509434,62.26415094,64.1509434
